conversation_id,customer_tweet_id,customer_message,customer_message_clean,match_category,stage1_proposed_intent,training_label,label_source,llm_reasoning,created_at
69607,69607,Even paid $20 to get my @115821 order before an important event and STILL didn’t arrive on time. #Notcool #whenamigoingtolearn #procrastination,Even paid $20 to get my order before an important event and STILL didn’t arrive on time. #Notcool #whenamigoingtolearn #procrastination,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 09:51:23 +0000 2017
71830,71830,@115850 performance seller support is not working well. Please do not trouble your sellers if they wanted to understand the proceeding activities.,performance seller support is not working well. Please do not trouble your sellers if they wanted to understand the proceeding activities.,single_match,seller_marketplace,seller_marketplace,stage1_rule,High-confidence single rule match,Thu Nov 30 09:57:10 +0000 2017
73628,73628,"After playing with Echo Plus since afternoon my daughter asked me ""Does is know only English or it can understand Malayalam"" 😁","After playing with Echo Plus since afternoon my daughter asked me ""Does is know only English or it can understand Malayalam"" 😁",single_match,device_digital_content,device_digital_content,stage1_rule,High-confidence single rule match,Thu Nov 30 09:57:25 +0000 2017
72009,72009,"@AmazonHelp I ordered 4 items last week, and Amazon says they all delivered yesterday, but only 3 items came - the PS4 game didn't. Please advise","I ordered 4 items last week, and Amazon says they all delivered yesterday, but only 3 items came - the PS4 game didn't. Please advise",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 09:57:30 +0000 2017
72016,72016,@116875 cuando van a liberar la tercera temporada de el hombre en el castillo?,cuando van a liberar la tercera temporada de el hombre en el castillo?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 09:57:44 +0000 2017
69858,69857,@AmazonHelp Gestionado por amazon,Gestionado por amazon,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 09:58:47 +0000 2017
71885,71885,Very disappointed with @115821 customer service. Terrible experience. The call just got worse and worse.  #AmazonPrime @AmazonHelp,Very disappointed with customer service. Terrible experience. The call just got worse and worse. #AmazonPrime,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 10:00:57 +0000 2017
71970,71967,"@AmazonHelp No all update, had to track the package after it never showed up. AMAZON HAD IT being delivered by 8pm","No all update, had to track the package after it never showed up. AMAZON HAD IT being delivered by 8pm",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:01:00 +0000 2017
69774,69772,@AmazonHelp you cancelled my order bc you thought someone else was on my account but i cant repurchase it bc it was a lightning deal,you cancelled my order bc you thought someone else was on my account but i cant repurchase it bc it was a lightning deal,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:03:08 +0000 2017
71940,71939,@115850 Still it's pending @AmazonHelp,Still it's pending,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:06:01 +0000 2017
71903,71903,"@115821 very bad Couriar service.
you make fake promise guarantee for delivery.
your call centre executive not give right information.
your company make fake promise.
All are talk rudely. 
My order No. # 171-0728961-5293153",very bad Couriar service. you make fake promise guarantee for delivery. your call centre executive not give right information. your company make fake promise. All are talk rudely. My order No. # 171-0728961-5293153,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:06:32 +0000 2017
71845,71845,"@115830 been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating","been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating",single_match,account_access,account_access,stage1_rule,High-confidence single rule match,Thu Nov 30 10:06:44 +0000 2017
73568,73568,@115850 @AmazonHelp where are the result of one plus 5t quiz?,where are the result of one plus 5t quiz?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:07:00 +0000 2017
71921,71921,昨日の夜ポチったのが帰ったら届いてた！ありがとうAmazon！ #prfm https://t.co/dp7M3bjl2C,昨日の夜ポチったのが帰ったら届いてた！ありがとうAmazon！ #prfm,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:08:45 +0000 2017
71923,71923,Fam these amazon drivers don't even wait for me to bus the door. They leave my shit on the floor n cut asap wth?,Fam these amazon drivers don't even wait for me to bus the door. They leave my shit on the floor n cut asap wth?,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:10:53 +0000 2017
71834,71834,"@115817 the Amazon package I'm waiting for is at the local delivery hub, ,supposed to be delivered today. Notified of a carrier delay, and delivery will be rescheduled. Whhaatis a carrier delay?","the Amazon package I'm waiting for is at the local delivery hub, ,supposed to be delivered today. Notified of a carrier delay, and delivery will be rescheduled. Whhaatis a carrier delay?",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:13:01 +0000 2017
71845,71843,@AmazonHelp I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,single_match,account_access,account_access,stage1_rule,High-confidence single rule match,Thu Nov 30 10:13:25 +0000 2017
73556,73552,"@115821 @132448 t'achètes un jeu pendant le black friday on t'envoie une boite même pas emballée et à l'intérieur il manque le jeu, bravo le veau 👏🏻","t'achètes un jeu pendant le black friday on t'envoie une boite même pas emballée et à l'intérieur il manque le jeu, bravo le veau 👏🏻",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:15:10 +0000 2017
73536,73536,"@AmazonHelp Trying to register my phone number on my new dots. Get ""The mobile phone number you provided is already in use. Please use a different mobile phone number."" Please help","Trying to register my phone number on my new dots. Get ""The mobile phone number you provided is already in use. Please use a different mobile phone number."" Please help",single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 10:15:31 +0000 2017
69940,69939,"@AmazonHelp All sorted now, a replacement has been sorted. Thanks","All sorted now, a replacement has been sorted. Thanks",single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Thu Nov 30 10:17:16 +0000 2017
69774,69776,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though","I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:17:36 +0000 2017
71878,71878,@116316 ich muss in Dezember in Spanien bleiben. Wird  mein Prime Video DE auch mit eine spanischer Internet verbindung  funktionieren? Und die Fire TV stick? Danke!,ich muss in Dezember in Spanien bleiben. Wird mein Prime Video DE auch mit eine spanischer Internet verbindung funktionieren? Und die Fire TV stick? Danke!,single_match,device_digital_content,device_digital_content,stage1_rule,High-confidence single rule match,Thu Nov 30 10:18:11 +0000 2017
71851,71851,@115830 let’s see if your delivery driver actually deliver today. Yesterday he turned up at my office walked into reception and walked straight back out again for me to get an ‘attempted delivery’. For that effort... just deliver the package! #pointless,let’s see if your delivery driver actually deliver today. Yesterday he turned up at my office walked into reception and walked straight back out again for me to get an ‘attempted delivery’. For that effort... just deliver the package! #pointless,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:18:33 +0000 2017
71885,71882,"@AmazonHelp Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call.","Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:19:19 +0000 2017
71834,71832,@AmazonHelp UPS website says delayed due to unexpected circumstances. Not very helpful.,UPS website says delayed due to unexpected circumstances. Not very helpful.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:20:11 +0000 2017
71845,71841,@AmazonHelp Ok thank you all done and sent.,Ok thank you all done and sent.,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:21:41 +0000 2017
73587,73587,"Trop énorme la surprise offerte par @AmazonHelp ! Hâte de rentrer pour montrer le tunnel et les jouets à Kuro, il l'aura bien mérité après toutes ces commandes ! ;) 
Merci à @4087 d'avoir été le chercher à la poste ❤ https://t.co/rzboFwwJM7","Trop énorme la surprise offerte par ! Hâte de rentrer pour montrer le tunnel et les jouets à Kuro, il l'aura bien mérité après toutes ces commandes ! ;) Merci à d'avoir été le chercher à la poste ❤",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:22:30 +0000 2017
69607,69609,@AmazonHelp In the last 30 mins? No.,In the last 30 mins? No.,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:23:09 +0000 2017
73610,73610,"@115850 need to update its app services to update address after order . I ordered some books and paid by @115823 but want to update my address because i’m not available there even you should help me out to deliver all my orders at same day.
#helpmeout",need to update its app services to update address after order . I ordered some books and paid by but want to update my address because i’m not available there even you should help me out to deliver all my orders at same day. #helpmeout,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:24:53 +0000 2017
69821,69796,@AmazonHelp I want replacement ! Don't fool people! I not  Stopping until I get original product!,I want replacement ! Don't fool people! I not Stopping until I get original product!,single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Thu Nov 30 10:26:42 +0000 2017
67484,67488,"@AmazonHelp I have done and it is the 3rd email I have sent in the last 2 days, is there a way you can ensure I get a reply please as I still haven’t had one since I first queried the payment issues last week?","I have done and it is the 3rd email I have sent in the last 2 days, is there a way you can ensure I get a reply please as I still haven’t had one since I first queried the payment issues last week?",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:27:24 +0000 2017
71980,71979,@AmazonHelp I put something on my wishlist last night for £59.99 (&amp; it's still showing that price atm on my list) click on the actual product &amp; price jumps up to £84.99?,I put something on my wishlist last night for £59.99 (&amp; it's still showing that price atm on my list) click on the actual product &amp; price jumps up to £84.99?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:29:11 +0000 2017
73545,73545,@115830 #AmazonUK @AmazonHelp why is it that when I signed up for Amazon prime you stated free next day delivery but my parcel that was supposed to be delivered today is delayed why,#AmazonUK why is it that when I signed up for Amazon prime you stated free next day delivery but my parcel that was supposed to be delivered today is delayed why,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:29:38 +0000 2017
63826,63820,"@AmazonHelp i am still waiting for a solution for this pathetic fraud
didnt got any call",i am still waiting for a solution for this pathetic fraud didnt got any call,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 10:31:20 +0000 2017
71826,71823,@AmazonHelp Make sure it gets delivered today. It has been in my city since yesterday early morning. I’m sure it can be done unless you would rather chose to make a fool out of your customers,Make sure it gets delivered today. It has been in my city since yesterday early morning. I’m sure it can be done unless you would rather chose to make a fool out of your customers,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:31:45 +0000 2017
73469,73469,"Salut @120533, y'aurait il une chance de voir Echo arrivé pour Noel ou début Janvier en FRANCE ???","Salut , y'aurait il une chance de voir Echo arrivé pour Noel ou début Janvier en FRANCE ???",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:33:17 +0000 2017
73518,73518,@115830 do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.,do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:34:31 +0000 2017
73515,73515,Despite paying for @115830 Prime they still sometimes struggle to deliver within a week!,Despite paying for Prime they still sometimes struggle to deliver within a week!,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:35:06 +0000 2017
73508,73505,"@AmazonHelp Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude","Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:35:51 +0000 2017
73466,73466,@AmazonHelp good morning. Apparently my package was delivered yesterday.. but I haven't received it. Can you help please?? Thanks,good morning. Apparently my package was delivered yesterday.. but I haven't received it. Can you help please?? Thanks,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:36:33 +0000 2017
73502,73502,"@115830 I ordered from the UK site, now see it is in transit from the States! I purposely ordered from the UK to not get customs charges/additional VAT. What to do when I get charged?","I ordered from the UK site, now see it is in transit from the States! I purposely ordered from the UK to not get customs charges/additional VAT. What to do when I get charged?",single_match,payment_billing,payment_billing,stage1_rule,High-confidence single rule match,Thu Nov 30 10:37:04 +0000 2017
73511,73511,@115821 Why there is no translation of the application in Arabic,Why there is no translation of the application in Arabic,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:37:53 +0000 2017
73574,73574,"@115830 If an e mail account has been hacked and can't be accessed, how else can you retrieve the link to reset Amazon password?","If an e mail account has been hacked and can't be accessed, how else can you retrieve the link to reset Amazon password?",single_match,account_access,account_access,stage1_rule,High-confidence single rule match,Thu Nov 30 10:39:04 +0000 2017
73437,73437,"@AmazonHelp Bjr, je dois recevoir un colis demain via Amazon logistics. Cependant je ne serai pas chez moi et personne ne pourra le recevoir à ma place. Possible de le recevoir à une autre adresse ? Merci","Bjr, je dois recevoir un colis demain via Amazon logistics. Cependant je ne serai pas chez moi et personne ne pourra le recevoir à ma place. Possible de le recevoir à une autre adresse ? Merci",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:40:39 +0000 2017
73502,73499,@AmazonHelp A seller. It wasn’t obvious that they’re in the States when ordering.,A seller. It wasn’t obvious that they’re in the States when ordering.,single_match,seller_marketplace,seller_marketplace,stage1_rule,High-confidence single rule match,Thu Nov 30 10:41:52 +0000 2017
73533,73533,"@115830 I just received a delivery and half the order was missing, how do I get in contact please?","I just received a delivery and half the order was missing, how do I get in contact please?",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:42:18 +0000 2017
71980,71982,"@AmazonHelp Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.","Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:43:11 +0000 2017
73466,73464,@AmazonHelp Hi. I've done that. I've had no delivery card or notification. My neighbours haven't signed for it either. Can you help.,Hi. I've done that. I've had no delivery card or notification. My neighbours haven't signed for it either. Can you help.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:43:24 +0000 2017
73417,73417,E comunque da quando @120540 usa il suo corriere non si riesce più ad avere un pacco in 24 ore ...sempre problemi e mail di scuse per il ritardo,E comunque da quando usa il suo corriere non si riesce più ad avere un pacco in 24 ore ...sempre problemi e mail di scuse per il ritardo,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:43:51 +0000 2017
74685,74685,"@115850 no delivery after 7 days of fake promises.. this is not what is expected from a brand that is ""Trusted By Crores ofIndians"" https://t.co/1uAiBMCTVs","no delivery after 7 days of fake promises.. this is not what is expected from a brand that is ""Trusted By Crores ofIndians""",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:44:15 +0000 2017
73454,73452,@AmazonHelp sí! uno de los gratuitos que están disponibles! Hay un apartado concreto para los libros gratuitos en la tienda Kindle? @117634 Gracias!,sí! uno de los gratuitos que están disponibles! Hay un apartado concreto para los libros gratuitos en la tienda Kindle? Gracias!,single_match,device_digital_content,device_digital_content,stage1_rule,High-confidence single rule match,Thu Nov 30 10:44:53 +0000 2017
73556,73551,@AmazonHelp Je ne sais pas si je l'ai signalé au SAV mais j'ai fait une demande de remboursement et imprimé les étiquettes de retour. Faut-il faire autre chose ? Ce serait bête que ça arrive à d'autre. Peut-on utiliser le colis amazon pour le retour ? Merci,Je ne sais pas si je l'ai signalé au SAV mais j'ai fait une demande de remboursement et imprimé les étiquettes de retour. Faut-il faire autre chose ? Ce serait bête que ça arrive à d'autre. Peut-on utiliser le colis amazon pour le retour ? Merci,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:47:10 +0000 2017
73466,73462,@AmazonHelp No idea. My app tells me it was delivered.,No idea. My app tells me it was delivered.,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:49:37 +0000 2017
73610,73609,@AmazonHelp I’d already contact to #amazoncustomerservice but there is not such type of service yet now what?,I’d already contact to #amazoncustomerservice but there is not such type of service yet now what?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:53:55 +0000 2017
73469,73468,@AmazonHelp Merci beaucoup !,Merci beaucoup !,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:53:57 +0000 2017
73423,73423,@115830 the state of my parcel from amazon this morning!!!! Disgraceful https://t.co/XVkqCnHYPx,the state of my parcel from amazon this morning!!!! Disgraceful,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 10:55:17 +0000 2017
74680,74680,"@116316 Hey Amazon, eure neue auf 2 getrennte Bildschirme aufgeteilte Login/Passwort-Anmeldung saugt verfaulte Eier. Was soll der Scheiss?","Hey Amazon, eure neue auf 2 getrennte Bildschirme aufgeteilte Login/Passwort-Anmeldung saugt verfaulte Eier. Was soll der Scheiss?",single_match,account_access,account_access,stage1_rule,High-confidence single rule match,Thu Nov 30 10:56:27 +0000 2017
73511,73510,@AmazonHelp We want to add Arabic to all your sites and applications. Can it happen?,We want to add Arabic to all your sites and applications. Can it happen?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 10:57:09 +0000 2017
73460,73456,"@AmazonHelp I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from @115850","I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from",single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Thu Nov 30 10:57:48 +0000 2017
69821,69800,@AmazonHelp I am expecting a call from Amazon with date on which product will get replaced! If not I will create a video on how Amazon fools customer in India with fake product,I am expecting a call from Amazon with date on which product will get replaced! If not I will create a video on how Amazon fools customer in India with fake product,single_match,item_quality_issue,item_quality_issue,stage1_rule,High-confidence single rule match,Thu Nov 30 11:00:14 +0000 2017
74682,74682,RT @132724: Explique-moi @120533 comment ce #livre est proposé d'occasion alors qu'il n'a eu aucune vente (il est imprimé à la demande) 😐 #algorithms #wrong #Marketplace https://t.co/nLB57fAkbO,RT : Explique-moi comment ce #livre est proposé d'occasion alors qu'il n'a eu aucune vente (il est imprimé à la demande) 😐 #algorithms #wrong #Marketplace,single_match,seller_marketplace,seller_marketplace,stage1_rule,High-confidence single rule match,Thu Nov 30 11:01:16 +0000 2017
74690,74690,@115830 you get some slack about packaging.. but we love the packaging you send your parcels in! Almost as good as the item we actually ordered 😂 #keepupthegoodwork #recycle https://t.co/QgMl9ZwDzv,you get some slack about packaging.. but we love the packaging you send your parcels in! Almost as good as the item we actually ordered 😂 #keepupthegoodwork #recycle,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 11:02:08 +0000 2017
74678,74678,@115830 I am trying to email you through your site but the option is not coming up? I have a problem with an order I have placed and have also had email from seller.  Pls advise?,I am trying to email you through your site but the option is not coming up? I have a problem with an order I have placed and have also had email from seller. Pls advise?,single_match,seller_marketplace,seller_marketplace,stage1_rule,High-confidence single rule match,Thu Nov 30 11:13:49 +0000 2017
74617,74615,@AmazonHelp Thank you for contacting me. Updated delivery date was yesterday 11/29 and did not arrive. Issue has been resolved after some digging. thank you again!,Thank you for contacting me. Updated delivery date was yesterday 11/29 and did not arrive. Issue has been resolved after some digging. thank you again!,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 11:16:48 +0000 2017
74685,74684,@AmazonHelp The item is being returned undelivered by the courier,The item is being returned undelivered by the courier,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 11:18:19 +0000 2017
74613,74613,"@115821 has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢","has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 11:19:00 +0000 2017
74619,74619,Muchas gracias por la rapidez y resolución de la atención al cliente y del repartidor de @116928 Todo perfecto y solucionando los imprevistos del reparto del pedido en tiempo record! Geniales! Da gusto este servicio! Enhorabuena por el trabajo! ;),Muchas gracias por la rapidez y resolución de la atención al cliente y del repartidor de Todo perfecto y solucionando los imprevistos del reparto del pedido en tiempo record! Geniales! Da gusto este servicio! Enhorabuena por el trabajo! ;),zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 11:20:42 +0000 2017
73502,73498,"@AmazonHelp Already dispatched, so not possible. It’s how I saw it’s coming from the US.","Already dispatched, so not possible. It’s how I saw it’s coming from the US.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 11:35:35 +0000 2017
73587,73586,@AmazonHelp (Faudrait que je ramasse le bouquet de lavandes... 😂) https://t.co/SFDUJQtRGx,(Faudrait que je ramasse le bouquet de lavandes... 😂),zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 11:48:37 +0000 2017
72009,72008,"@AmazonHelp Thank you for getting back. It's definitely not with a neighbour and it's definitely not been left outside anywhere, there's no note to say they tried to deliver or anything like that.","Thank you for getting back. It's definitely not with a neighbour and it's definitely not been left outside anywhere, there's no note to say they tried to deliver or anything like that.",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 12:13:13 +0000 2017
73533,73532,@AmazonHelp No i ordered one item and it says it has been delivered. Part of the item is missing. This was a gift for someone tomorrow so I needed to receive it by today,No i ordered one item and it says it has been delivered. Part of the item is missing. This was a gift for someone tomorrow so I needed to receive it by today,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 12:23:05 +0000 2017
64138,64137,@AmazonHelp Yup and we're about 3 days late,Yup and we're about 3 days late,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 12:31:17 +0000 2017
64214,64195,"@AmazonHelp I need some from a UK call centre to call me, I am getting nowhere with customer service. Can somebody arrange this for me please?","I need some from a UK call centre to call me, I am getting nowhere with customer service. Can somebody arrange this for me please?",single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 12:53:11 +0000 2017
74685,74687,@AmazonHelp Everyone said the same thing. Useless customer service,Everyone said the same thing. Useless customer service,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 12:55:28 +0000 2017
64214,64197,@AmazonHelp Are you unable to look through this thread of tweets? Why is the customer service so bad. Is a joke?,Are you unable to look through this thread of tweets? Why is the customer service so bad. Is a joke?,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 12:59:59 +0000 2017
69821,69806,@AmazonHelp Taking customer for ride ! I need a original product not refund!,Taking customer for ride ! I need a original product not refund!,single_match,refund_return,refund_return,stage1_rule,High-confidence single rule match,Thu Nov 30 13:13:29 +0000 2017
69821,69809,"@AmazonHelp You're customer service I spoke just now , they can't solve my problem. They don't have power","You're customer service I spoke just now , they can't solve my problem. They don't have power",single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 13:32:05 +0000 2017
69821,69811,@AmazonHelp I have not received any mail s from your end. My mail I'd is __email__,I have not received any mail s from your end. My mail I'd is __email__,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 14:04:45 +0000 2017
67575,67558,"@AmazonHelp Called - they have been absolutely no help whatsoever. They have already tried to deliver today, outside of the times I specified, and will now try and deliver again but cant gaurantee it will be in specified time. What’s the point? You missed the original NDD, you need to fix it","Called - they have been absolutely no help whatsoever. They have already tried to deliver today, outside of the times I specified, and will now try and deliver again but cant gaurantee it will be in specified time. What’s the point? You missed the original NDD, you need to fix it",single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 14:22:27 +0000 2017
69821,69813,@AmazonHelp I wrote mail back ! I understand you want cheat Indian customer and you don't want solve the problem. Till I get my product I won't stop tweeting. Worst experience in the world- Amazon,I wrote mail back ! I understand you want cheat Indian customer and you don't want solve the problem. Till I get my product I won't stop tweeting. Worst experience in the world- Amazon,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 14:38:25 +0000 2017
73417,73419,"@AmazonHelp Si codice tracking BA0104708903         
Oltretutto non aggiornate mai la sezione traccia il mio pacco con questo corriere...per quest'ordine cosi come per altri precedenti",Si codice tracking BA0104708903 Oltretutto non aggiornate mai la sezione traccia il mio pacco con questo corriere...per quest'ordine cosi come per altri precedenti,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 14:50:18 +0000 2017
63918,63914,"@AmazonHelp Entendi, obrigada","Entendi, obrigada",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 15:54:54 +0000 2017
67575,67562,@AmazonHelp I take it that no response means that no one is capable of correcting your failures and resolving this issue?,I take it that no response means that no one is capable of correcting your failures and resolving this issue?,single_match,service_complaint,service_complaint,stage1_rule,High-confidence single rule match,Thu Nov 30 18:35:13 +0000 2017
29662,29662,@115833 my echo keeps telling me that I need to link my premium spotify account to play music from there but I have already done that. Can you help?,my echo keeps telling me that I need to link my premium spotify account to play music from there but I have already done that. Can you help?,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 19:41:15 +0000 2017
29662,29661,@AmazonHelp Ya I've done that already and it's still telling me I need to link my account...,Ya I've done that already and it's still telling me I need to link my account...,zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 19:49:16 +0000 2017
65909,65909,@AmazonHelp I have a delivery that was supposed to come today but still hasn’t arrived can you help please? Tracking ID Q31155496393,I have a delivery that was supposed to come today but still hasn’t arrived can you help please? Tracking ID Q31155496393,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 20:01:38 +0000 2017
65909,65907,@AmazonHelp It says it has been out for delivery since 8:14am today,It says it has been out for delivery since 8:14am today,single_match,delivery_order_status,delivery_order_status,stage1_rule,High-confidence single rule match,Thu Nov 30 20:11:11 +0000 2017
29662,29664,"@AmazonHelp thanks DJ, that did allow me to play music now using spotify as if it was a bluetooth speaker but I was really hoping to link it for voice control, etc. Could it be that my wife is the echo account owner? I feel like that shouldn't have an effect tho...","thanks DJ, that did allow me to play music now using spotify as if it was a bluetooth speaker but I was really hoping to link it for voice control, etc. Could it be that my wife is the echo account owner? I feel like that shouldn't have an effect tho...",zero_match,other,other,stage1_sampled_other,Sampled zero-match other,Thu Nov 30 20:15:58 +0000 2017
