conversation_id,customer_tweet_id,customer_message,customer_message_clean,brand_reply_id,brand_reply,created_at,customer_id,brand,n_brand_replies_to_message,is_duplicate_text,proposed_intent,matched_rules,match_count,match_category,training_label,matched_rules_str
71885,71885,Very disappointed with @115821 customer service. Terrible experience. The call just got worse and worse.  #AmazonPrime @AmazonHelp,Very disappointed with customer service. Terrible experience. The call just got worse and worse. #AmazonPrime,71884,"@132127 I  apologise for the bad experience.We would love to help you out with this, but can you just give us a bit more info first. Thank you.^SM",Thu Nov 30 10:00:57 +0000 2017,132127,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
71970,71967,"@AmazonHelp No all update, had to track the package after it never showed up. AMAZON HAD IT being delivered by 8pm","No all update, had to track the package after it never showed up. AMAZON HAD IT being delivered by 8pm",71966,"@132147 I am sorry for the delay, Ray. Your order will be with you soon, please keep us updated if this does not arrive in the specified time.^SM",Thu Nov 30 10:01:00 +0000 2017,132147,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
69774,69772,@AmazonHelp you cancelled my order bc you thought someone else was on my account but i cant repurchase it bc it was a lightning deal,you cancelled my order bc you thought someone else was on my account but i cant repurchase it bc it was a lightning deal,69775,@131806 Hi Ruby. We wouldn't have the option to replace a canceled order. You would need to replace the order directly. Have you since regained access to your account? ^NV,Thu Nov 30 10:03:08 +0000 2017,131806,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71940,71939,@115850 Still it's pending @AmazonHelp,Still it's pending,71938,@132141 We can apprehend to the connected excitement. We will burst the bubble soon and  personally notify the winners. Wishing you all the luck. ^CB,Thu Nov 30 10:06:01 +0000 2017,132141,AmazonHelp,1,False,other,[],0,zero_match,other,
71903,71903,"@115821 very bad Couriar service.
you make fake promise guarantee for delivery.
your call centre executive not give right information.
your company make fake promise.
All are talk rudely. 
My order No. # 171-0728961-5293153",very bad Couriar service. you make fake promise guarantee for delivery. your call centre executive not give right information. your company make fake promise. All are talk rudely. My order No. # 171-0728961-5293153,71902,"@132131 Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. (2/2)^SF",Thu Nov 30 10:06:32 +0000 2017,132131,AmazonHelp,2,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71845,71845,"@115830 been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating","been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating",71844,"@132121 Hi Zoe, have you checked to make sure your username and password are correct? You could always try to choose the ""forgot username/password"" option and follow the instructions from there. ^HS",Thu Nov 30 10:06:44 +0000 2017,132121,AmazonHelp,1,False,account_access,['account_access'],1,single_match,account_access,account_access
73568,73568,@115850 @AmazonHelp where are the result of one plus 5t quiz?,where are the result of one plus 5t quiz?,73565,"@132452 As we have multiple contests running on Oneplus 5T, could you please let us know which one are your referring to, Sanket? ^RI",Thu Nov 30 10:07:00 +0000 2017,132452,AmazonHelp,1,False,other,[],0,zero_match,other,
71921,71921,昨日の夜ポチったのが帰ったら届いてた！ありがとうAmazon！ #prfm https://t.co/dp7M3bjl2C,昨日の夜ポチったのが帰ったら届いてた！ありがとうAmazon！ #prfm,71920,@132135 Amazonをご利用いただきありがとうございました😁 無事到着して良かったです🎶 EK,Thu Nov 30 10:08:45 +0000 2017,132135,AmazonHelp,1,False,other,[],0,zero_match,other,
71923,71923,Fam these amazon drivers don't even wait for me to bus the door. They leave my shit on the floor n cut asap wth?,Fam these amazon drivers don't even wait for me to bus the door. They leave my shit on the floor n cut asap wth?,71922,@132136 I'm sorry to hear of this. Do you have any noted safe place locations for delivery in cases where you don't get to the door quickly? ^KI,Thu Nov 30 10:10:53 +0000 2017,132136,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71834,71834,"@115817 the Amazon package I'm waiting for is at the local delivery hub, ,supposed to be delivered today. Notified of a carrier delay, and delivery will be rescheduled. Whhaatis a carrier delay?","the Amazon package I'm waiting for is at the local delivery hub, ,supposed to be delivered today. Notified of a carrier delay, and delivery will be rescheduled. Whhaatis a carrier delay?",71833,@132119 Carrier delays can be caused by different factors. Is there any further information on the carriers own website tracking? ^MI,Thu Nov 30 10:13:01 +0000 2017,132119,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71845,71843,@AmazonHelp I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,71842,@132121 Sorry to hear this. Please reach out to us here: https://t.co/zYVX1Qi29G so we can look into this for you.^ES,Thu Nov 30 10:13:25 +0000 2017,132121,AmazonHelp,1,False,account_access,['account_access'],1,single_match,account_access,account_access
73556,73552,"@115821 @132448 t'achètes un jeu pendant le black friday on t'envoie une boite même pas emballée et à l'intérieur il manque le jeu, bravo le veau 👏🏻","t'achètes un jeu pendant le black friday on t'envoie une boite même pas emballée et à l'intérieur il manque le jeu, bravo le veau 👏🏻",73550,"@132447 Bonjour, désolée d'apprendre cela :/ l'avez-vous signalé à notre SAV ? ^SN",Thu Nov 30 10:15:10 +0000 2017,132447,AmazonHelp,1,False,other,[],0,zero_match,other,
73536,73536,"@AmazonHelp Trying to register my phone number on my new dots. Get ""The mobile phone number you provided is already in use. Please use a different mobile phone number."" Please help","Trying to register my phone number on my new dots. Get ""The mobile phone number you provided is already in use. Please use a different mobile phone number."" Please help",73535,"@132442 Hi there, I am sorry to hear that, please get in touch with us here:  https://t.co/hApLpMlfHN. We can look into this further for you. ^HS",Thu Nov 30 10:15:31 +0000 2017,132442,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
69940,69939,"@AmazonHelp All sorted now, a replacement has been sorted. Thanks","All sorted now, a replacement has been sorted. Thanks",69941,@131823 Glad to hear it! 👍 If you need anything else then please don't hesitate to let us know! ^KI,Thu Nov 30 10:17:16 +0000 2017,131823,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
69774,69776,"@AmazonHelp I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though","I can't replace the order as it was the nintendo switch bundle cyber monday deal so it was a different price than usual, I have access to my account though",69777,@131806 I am glad that you now have access to your account. We are unable to price match on lightining deals once the time expires.^SM,Thu Nov 30 10:17:36 +0000 2017,131806,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71878,71878,@116316 ich muss in Dezember in Spanien bleiben. Wird  mein Prime Video DE auch mit eine spanischer Internet verbindung  funktionieren? Und die Fire TV stick? Danke!,ich muss in Dezember in Spanien bleiben. Wird mein Prime Video DE auch mit eine spanischer Internet verbindung funktionieren? Und die Fire TV stick? Danke!,71876,"@132126 Prime Video-Titel stehen aus lizenzrechtlichen Gründen nur innerhalb Deutschlands und Österreichs zur Verfügung. Die einzige Ausnahme hierzu bilden die Amazon Originals-Titel, die auch im Ausland gestreamt und heruntergeladen werden können: https://t.co/QIt8HZVhSv ^KM",Thu Nov 30 10:18:11 +0000 2017,132126,AmazonHelp,1,False,device_digital_content,['device_digital_content'],1,single_match,device_digital_content,device_digital_content
71851,71851,@115830 let’s see if your delivery driver actually deliver today. Yesterday he turned up at my office walked into reception and walked straight back out again for me to get an ‘attempted delivery’. For that effort... just deliver the package! #pointless,let’s see if your delivery driver actually deliver today. Yesterday he turned up at my office walked into reception and walked straight back out again for me to get an ‘attempted delivery’. For that effort... just deliver the package! #pointless,71850,@132123 Sorry to hear you did not receive your order yesterday. Let us know if you have any issues with delivery today.^ES,Thu Nov 30 10:18:33 +0000 2017,132123,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71885,71882,"@AmazonHelp Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call.","Too long to write but when I called it was more of a friendly inquiry and when I hung up I was downright confused, angered and don't know if or when my order will arrive at this point. Horrible call.",71880,@132127 I am very sorry to hear that. Is your current parcel delayed ? Have you been provided with any new tracking information ?  ^CR,Thu Nov 30 10:19:19 +0000 2017,132127,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71834,71832,@AmazonHelp UPS website says delayed due to unexpected circumstances. Not very helpful.,UPS website says delayed due to unexpected circumstances. Not very helpful.,71831,@132119 I'm sorry about the delay and lack of information. Usually these delays are resolved very quickly and your order could still reach today. Let us know if there are no further updates. ^MI,Thu Nov 30 10:20:11 +0000 2017,132119,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71845,71841,@AmazonHelp Ok thank you all done and sent.,Ok thank you all done and sent.,71840,"@132121 Great, please keep us informed about this!^PJ",Thu Nov 30 10:21:41 +0000 2017,132121,AmazonHelp,1,False,other,[],0,zero_match,other,
73587,73587,"Trop énorme la surprise offerte par @AmazonHelp ! Hâte de rentrer pour montrer le tunnel et les jouets à Kuro, il l'aura bien mérité après toutes ces commandes ! ;) 
Merci à @4087 d'avoir été le chercher à la poste ❤ https://t.co/rzboFwwJM7","Trop énorme la surprise offerte par ! Hâte de rentrer pour montrer le tunnel et les jouets à Kuro, il l'aura bien mérité après toutes ces commandes ! ;) Merci à d'avoir été le chercher à la poste ❤",73585,@132456 😍😍 N'hésitez pas à partager avec nous d'autres photos 😉,Thu Nov 30 10:22:30 +0000 2017,132456,AmazonHelp,1,False,other,[],0,zero_match,other,
69607,69609,@AmazonHelp In the last 30 mins? No.,In the last 30 mins? No.,69610,"@131776 Hi Sally, you can get in touch with us here:  https://t.co/hApLpMlfHN. We can investigate this further for you. ^HS",Thu Nov 30 10:23:09 +0000 2017,131776,AmazonHelp,1,False,other,[],0,zero_match,other,
73610,73610,"@115850 need to update its app services to update address after order . I ordered some books and paid by @115823 but want to update my address because i’m not available there even you should help me out to deliver all my orders at same day.
#helpmeout",need to update its app services to update address after order . I ordered some books and paid by but want to update my address because i’m not available there even you should help me out to deliver all my orders at same day. #helpmeout,73608,@132463 We don't have direct access to your Amazon account over Twitter. Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.,Thu Nov 30 10:24:53 +0000 2017,132463,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
69821,69796,@AmazonHelp I want replacement ! Don't fool people! I not  Stopping until I get original product!,I want replacement ! Don't fool people! I not Stopping until I get original product!,69798,@131812 We're working to resolve this soon and we'll be sure to reach out to you with an update at the earliest. Your patience is much appreciated. ^VN,Thu Nov 30 10:26:42 +0000 2017,131812,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
67484,67488,"@AmazonHelp I have done and it is the 3rd email I have sent in the last 2 days, is there a way you can ensure I get a reply please as I still haven’t had one since I first queried the payment issues last week?","I have done and it is the 3rd email I have sent in the last 2 days, is there a way you can ensure I get a reply please as I still haven’t had one since I first queried the payment issues last week?",67489,@131415 We wouldn't have access from here for security reasons to check for an update on this. I would suggest the phone or chat option for immediate response on this for you and to avoid any further back and forth. You can use this link: https://t.co/JzP7hlA23B Thanks ^NV,Thu Nov 30 10:27:24 +0000 2017,131415,AmazonHelp,1,False,other,[],0,zero_match,other,
71980,71979,@AmazonHelp I put something on my wishlist last night for £59.99 (&amp; it's still showing that price atm on my list) click on the actual product &amp; price jumps up to £84.99?,I put something on my wishlist last night for £59.99 (&amp; it's still showing that price atm on my list) click on the actual product &amp; price jumps up to £84.99?,71981,"@132151 Hey Ron, do you have the link to the item on the website? ^RS",Thu Nov 30 10:29:11 +0000 2017,132151,AmazonHelp,1,False,other,[],0,zero_match,other,
73545,73545,@115830 #AmazonUK @AmazonHelp why is it that when I signed up for Amazon prime you stated free next day delivery but my parcel that was supposed to be delivered today is delayed why,#AmazonUK why is it that when I signed up for Amazon prime you stated free next day delivery but my parcel that was supposed to be delivered today is delayed why,73544,"@132445 Hey I'm sorry to hear this, have you had any updates as to why your order has been delayed?^PJ",Thu Nov 30 10:29:38 +0000 2017,132445,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
63826,63820,"@AmazonHelp i am still waiting for a solution for this pathetic fraud
didnt got any call",i am still waiting for a solution for this pathetic fraud didnt got any call,63822,"@130667 I understand your concern regarding the order you've received. However, as informed earlier please be assured that we'll get in touch with you at the earliest. ^BV",Thu Nov 30 10:31:20 +0000 2017,130667,AmazonHelp,1,False,service_complaint,['service_complaint'],1,single_match,service_complaint,service_complaint
71826,71823,@AmazonHelp Make sure it gets delivered today. It has been in my city since yesterday early morning. I’m sure it can be done unless you would rather chose to make a fool out of your customers,Make sure it gets delivered today. It has been in my city since yesterday early morning. I’m sure it can be done unless you would rather chose to make a fool out of your customers,71825,"@130691 I see that you're concerned about the delivery of your order. As informed earlier, we're working on it and we'll get this issue resolved at the earliest. ^BV",Thu Nov 30 10:31:45 +0000 2017,130691,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73469,73469,"Salut @120533, y'aurait il une chance de voir Echo arrivé pour Noel ou début Janvier en FRANCE ???","Salut , y'aurait il une chance de voir Echo arrivé pour Noel ou début Janvier en FRANCE ???",73467,"@132430 Bonjour, bonne question ! Nous n'avons rien encore annoncé, mais votre commentaire sera remonté. Excellente journée.",Thu Nov 30 10:33:17 +0000 2017,132430,AmazonHelp,1,False,other,[],0,zero_match,other,
73518,73518,@115830 do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.,do you consider a communal area of a block of flats a safe place to leave a delivery? Especially when I am in the flat all day? Lucky my neighbours are not thieves.,73516,"@132439 I am sorry to hear this, Alan. Is this the first time this ha happened? If not have you raised this with us directly?^SM",Thu Nov 30 10:34:31 +0000 2017,132439,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73515,73515,Despite paying for @115830 Prime they still sometimes struggle to deliver within a week!,Despite paying for Prime they still sometimes struggle to deliver within a week!,73514,"@132438 Hi Dominic, are you waiting for orders to be delivered? ^JC.",Thu Nov 30 10:35:06 +0000 2017,132438,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73508,73505,"@AmazonHelp Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude","Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call &amp; never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”!! Really upset about her attitude",73503,"@132436 I am sorry to hear about this, Fatima. What day was your order scheduled to be delivered? Has the tracking on your order been updated?^SM",Thu Nov 30 10:35:51 +0000 2017,132436,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73466,73466,@AmazonHelp good morning. Apparently my package was delivered yesterday.. but I haven't received it. Can you help please?? Thanks,good morning. Apparently my package was delivered yesterday.. but I haven't received it. Can you help please?? Thanks,73465,@132429 Sorry to hear that you haven't received it. This page will give you some handy tips in locating parcels scanned as delivered: https://t.co/L76CBge35P. ^MI,Thu Nov 30 10:36:33 +0000 2017,132429,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73502,73502,"@115830 I ordered from the UK site, now see it is in transit from the States! I purposely ordered from the UK to not get customs charges/additional VAT. What to do when I get charged?","I ordered from the UK site, now see it is in transit from the States! I purposely ordered from the UK to not get customs charges/additional VAT. What to do when I get charged?",73501,"@132435 Hi, was your order fulfilled by us or a seller?^ES",Thu Nov 30 10:37:04 +0000 2017,132435,AmazonHelp,1,False,payment_billing,['payment_billing'],1,single_match,payment_billing,payment_billing
73511,73511,@115821 Why there is no translation of the application in Arabic,Why there is no translation of the application in Arabic,73509,@132437 Sorry to hear that. Can I ask which application you are referring to?^TI,Thu Nov 30 10:37:53 +0000 2017,132437,AmazonHelp,1,False,other,[],0,zero_match,other,
73574,73574,"@115830 If an e mail account has been hacked and can't be accessed, how else can you retrieve the link to reset Amazon password?","If an e mail account has been hacked and can't be accessed, how else can you retrieve the link to reset Amazon password?",73572,@132453 Sorry to hear your email account has been hacked. Please reach out to us here: https://t.co/zH8UlhTGcc so we can assist you further.^ES,Thu Nov 30 10:39:04 +0000 2017,132453,AmazonHelp,1,False,account_access,['account_access'],1,single_match,account_access,account_access
73437,73437,"@AmazonHelp Bjr, je dois recevoir un colis demain via Amazon logistics. Cependant je ne serai pas chez moi et personne ne pourra le recevoir à ma place. Possible de le recevoir à une autre adresse ? Merci","Bjr, je dois recevoir un colis demain via Amazon logistics. Cependant je ne serai pas chez moi et personne ne pourra le recevoir à ma place. Possible de le recevoir à une autre adresse ? Merci",73436,"@132422 Bonjour, le changement d'adresse prend deux jours ouvrés afin que le colis soit livré. Je vous invite à prendre contact avec notre SAV via le lien suivant :  https://t.co/hgIrz98cdI",Thu Nov 30 10:40:39 +0000 2017,132422,AmazonHelp,1,False,other,[],0,zero_match,other,
73502,73499,@AmazonHelp A seller. It wasn’t obvious that they’re in the States when ordering.,A seller. It wasn’t obvious that they’re in the States when ordering.,73497,"@132435 Sorry to hear that. You can contact the seller to see if it's possible to cancel your order, more info on that for you here: https://t.co/lblJ8hPXmg ^TI",Thu Nov 30 10:41:52 +0000 2017,132435,AmazonHelp,1,False,seller_marketplace,['seller_marketplace'],1,single_match,seller_marketplace,seller_marketplace
73533,73533,"@115830 I just received a delivery and half the order was missing, how do I get in contact please?","I just received a delivery and half the order was missing, how do I get in contact please?",73531,"@132441 Hello, I am sorry to hear this. Could this order have been separated into two separate shipments ? Have a look here : https://t.co/Y5jpI9gRhE ^CR",Thu Nov 30 10:42:18 +0000 2017,132441,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
71980,71982,"@AmazonHelp Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.","Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.",71983,"@132151 Hi Ron, thanks for confirming. When you click on the item, and the price increases, can you see who the item is sold by? Is it sold by us, or a seller? ^JC.",Thu Nov 30 10:43:11 +0000 2017,132151,AmazonHelp,1,False,other,[],0,zero_match,other,
73466,73464,@AmazonHelp Hi. I've done that. I've had no delivery card or notification. My neighbours haven't signed for it either. Can you help.,Hi. I've done that. I've had no delivery card or notification. My neighbours haven't signed for it either. Can you help.,73463,@132429 Sorry to hear you haven't receive your order. What time was your order scanned as delivered?^ES,Thu Nov 30 10:43:24 +0000 2017,132429,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73417,73417,E comunque da quando @120540 usa il suo corriere non si riesce più ad avere un pacco in 24 ore ...sempre problemi e mail di scuse per il ritardo,E comunque da quando usa il suo corriere non si riesce più ad avere un pacco in 24 ore ...sempre problemi e mail di scuse per il ritardo,73415,"@132419 Ciao Michele, hai riscontrato un ritardo con la consegna di un ordine spedito tramite Amazon Logistics? Qual è la data di consegna prevista, indicata al momento dell'ordine? ^MZ",Thu Nov 30 10:43:51 +0000 2017,132419,AmazonHelp,1,False,other,[],0,zero_match,other,
74685,74685,"@115850 no delivery after 7 days of fake promises.. this is not what is expected from a brand that is ""Trusted By Crores ofIndians"" https://t.co/1uAiBMCTVs","no delivery after 7 days of fake promises.. this is not what is expected from a brand that is ""Trusted By Crores ofIndians""",74683,@132725 That's not cool; I'm so sorry to learn about the delay with the delivery. We never want you to experience this.  Allow us to sort this for you by sharing your details here: https://t.co/GIJyeYqKE0. We'll check and reach out to you with an update. ^VN,Thu Nov 30 10:44:15 +0000 2017,132725,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73454,73452,@AmazonHelp sí! uno de los gratuitos que están disponibles! Hay un apartado concreto para los libros gratuitos en la tienda Kindle? @117634 Gracias!,sí! uno de los gratuitos que están disponibles! Hay un apartado concreto para los libros gratuitos en la tienda Kindle? Gracias!,73451,"@132427 Sito, actualmente puedes filtrar las búsquedas por precio y ofertas especiales. En el siguiente enlace puedes verlo al lado izquierdo: https://t.co/3H0CbZzSiP  ^FZ",Thu Nov 30 10:44:53 +0000 2017,132427,AmazonHelp,1,False,device_digital_content,['device_digital_content'],1,single_match,device_digital_content,device_digital_content
73556,73551,@AmazonHelp Je ne sais pas si je l'ai signalé au SAV mais j'ai fait une demande de remboursement et imprimé les étiquettes de retour. Faut-il faire autre chose ? Ce serait bête que ça arrive à d'autre. Peut-on utiliser le colis amazon pour le retour ? Merci,Je ne sais pas si je l'ai signalé au SAV mais j'ai fait une demande de remboursement et imprimé les étiquettes de retour. Faut-il faire autre chose ? Ce serait bête que ça arrive à d'autre. Peut-on utiliser le colis amazon pour le retour ? Merci,73553,"@132447 Bonjour, je vous invite à le signaler à notre SAV afin qu'il puisse vérifier cela pour vous, via: https://t.co/hgIrz98cdI ^FT",Thu Nov 30 10:47:10 +0000 2017,132447,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73466,73462,@AmazonHelp No idea. My app tells me it was delivered.,No idea. My app tells me it was delivered.,73461,"@132429 Sorry about this, we're unable to access your account via Twitter to look further into this for you. Can you contact us here:  https://t.co/JzP7hlA23B so we can take a look? ^MI",Thu Nov 30 10:49:37 +0000 2017,132429,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
73610,73609,@AmazonHelp I’d already contact to #amazoncustomerservice but there is not such type of service yet now what?,I’d already contact to #amazoncustomerservice but there is not such type of service yet now what?,73611,"@132463 We won't be able to make any changes to orders that are successfully placed, Ankit. However, I'll ensure to share your comments as feedback to our concerned team and get it reviewed. ^RI",Thu Nov 30 10:53:55 +0000 2017,132463,AmazonHelp,1,False,other,[],0,zero_match,other,
73469,73468,@AmazonHelp Merci beaucoup !,Merci beaucoup !,73470,@132430 A votre service,Thu Nov 30 10:53:57 +0000 2017,132430,AmazonHelp,1,False,other,[],0,zero_match,other,
73423,73423,@115830 the state of my parcel from amazon this morning!!!! Disgraceful https://t.co/XVkqCnHYPx,the state of my parcel from amazon this morning!!!! Disgraceful,73421,"@132420 Sorry that your item arrived in that condition, was it sold directly by Amazon or a seller?^CN",Thu Nov 30 10:55:17 +0000 2017,132420,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
74680,74680,"@116316 Hey Amazon, eure neue auf 2 getrennte Bildschirme aufgeteilte Login/Passwort-Anmeldung saugt verfaulte Eier. Was soll der Scheiss?","Hey Amazon, eure neue auf 2 getrennte Bildschirme aufgeteilte Login/Passwort-Anmeldung saugt verfaulte Eier. Was soll der Scheiss?",74679,"@132722 Dein Feedback dazu geben wir weiter. Wann und ob es geändert wird, dazu haben wir keine Infos. ^SK",Thu Nov 30 10:56:27 +0000 2017,132722,AmazonHelp,1,False,account_access,['account_access'],1,single_match,account_access,account_access
73511,73510,@AmazonHelp We want to add Arabic to all your sites and applications. Can it happen?,We want to add Arabic to all your sites and applications. Can it happen?,73512,@132437 You provide further feedback on this to us directly here: https://t.co/zNI8NNUGbo thank you ^MI,Thu Nov 30 10:57:09 +0000 2017,132437,AmazonHelp,1,False,other,[],0,zero_match,other,
73460,73456,"@AmazonHelp I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from @115850","I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from",73458,@132428 We understand your concern regarding the return of your order. Kindly connect with our support team here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH,Thu Nov 30 10:57:48 +0000 2017,132428,AmazonHelp,1,False,refund_return,['refund_return'],1,single_match,refund_return,refund_return
69821,69800,@AmazonHelp I am expecting a call from Amazon with date on which product will get replaced! If not I will create a video on how Amazon fools customer in India with fake product,I am expecting a call from Amazon with date on which product will get replaced! If not I will create a video on how Amazon fools customer in India with fake product,69801,"@131812 I understand that at this point of time asking you to wait would be disappointing, Rajath. We wouldn't be able to arrange a call back from Twitter. Kindly write back to the email sent by us with your preferred time and we'll get in touch with you.^AR",Thu Nov 30 11:00:14 +0000 2017,131812,AmazonHelp,1,False,item_quality_issue,['item_quality_issue'],1,single_match,item_quality_issue,item_quality_issue
74682,74682,RT @132724: Explique-moi @120533 comment ce #livre est proposé d'occasion alors qu'il n'a eu aucune vente (il est imprimé à la demande) 😐 #algorithms #wrong #Marketplace https://t.co/nLB57fAkbO,RT : Explique-moi comment ce #livre est proposé d'occasion alors qu'il n'a eu aucune vente (il est imprimé à la demande) 😐 #algorithms #wrong #Marketplace,74681,"@132723 Bonjour, pouvez-vous nous fournir plus d'informations je vous prie.",Thu Nov 30 11:01:16 +0000 2017,132723,AmazonHelp,1,False,seller_marketplace,['seller_marketplace'],1,single_match,seller_marketplace,seller_marketplace
74690,74690,@115830 you get some slack about packaging.. but we love the packaging you send your parcels in! Almost as good as the item we actually ordered 😂 #keepupthegoodwork #recycle https://t.co/QgMl9ZwDzv,you get some slack about packaging.. but we love the packaging you send your parcels in! Almost as good as the item we actually ordered 😂 #keepupthegoodwork #recycle,74689,"@132726 Whether you're a kid or a cat, our boxes keep 'em entertained! 😁 📦 #OurCustomersRock ^KN",Thu Nov 30 11:02:08 +0000 2017,132726,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
74678,74678,@115830 I am trying to email you through your site but the option is not coming up? I have a problem with an order I have placed and have also had email from seller.  Pls advise?,I am trying to email you through your site but the option is not coming up? I have a problem with an order I have placed and have also had email from seller. Pls advise?,74677,"@132721 Hi, Angela! You can get in touch with us by going here: https://t.co/JzP7hlA23B ^RB",Thu Nov 30 11:13:49 +0000 2017,132721,AmazonHelp,1,False,seller_marketplace,['seller_marketplace'],1,single_match,seller_marketplace,seller_marketplace
74617,74615,@AmazonHelp Thank you for contacting me. Updated delivery date was yesterday 11/29 and did not arrive. Issue has been resolved after some digging. thank you again!,Thank you for contacting me. Updated delivery date was yesterday 11/29 and did not arrive. Issue has been resolved after some digging. thank you again!,74614,"@132709 Its been a pleasure assisting you, Michelle .Just give us another shout if you ever need anything else 🙂^SM",Thu Nov 30 11:16:48 +0000 2017,132709,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
74685,74684,@AmazonHelp The item is being returned undelivered by the courier,The item is being returned undelivered by the courier,74686,"@132725 As the package is returned to the seller, we wouldn't be able to reinstate the order. Kindly place a new order. Further, I've forwarded your feedback internally and we'll ensure this won't be repeated. ^SY",Thu Nov 30 11:18:19 +0000 2017,132725,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
74613,74613,"@115821 has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢","has been disappointing lately. The only reason I have prime is for the 2 day shipping, my last 3 orders have all been hella late. Don’t make promises, what you can’t keep. 😢",74612,@132708 Sorry to hear this. What date were you given in your order confirmation email?^ES,Thu Nov 30 11:19:00 +0000 2017,132708,AmazonHelp,1,False,delivery_order_status,['delivery_order_status'],1,single_match,delivery_order_status,delivery_order_status
